,book_id,genres
18803,18105451,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18804,18106165,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
18805,18106985,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
18806,18107099,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children']"
18807,18107892,"['fantasy', 'paranormal', 'romance', 'young-adult', 'fiction']"
18808,18107951,"['mystery', 'thriller', 'crime', 'fantasy', 'paranormal', 'fiction', 'romance']"
18809,18108474,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18810,18108609,"['fantasy', 'paranormal', 'romance']"
18811,18108645,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'romance']"
18812,18109771,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance']"
18813,18110063,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'history', 'historical fiction', 'biography']"
18814,18110734,"['fantasy', 'paranormal', 'young-adult', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
18815,18111202,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
18816,18112194,"['fiction', 'fantasy', 'paranormal', 'young-adult', 'mystery', 'thriller', 'crime']"
18817,18112933,"['fantasy', 'paranormal', 'young-adult', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
18818,18113422,"['fantasy', 'paranormal', 'young-adult', 'comics', 'graphic', 'fiction', 'children', 'romance', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
18819,18114043,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime']"
18820,18114094,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
18821,18114110,"['fantasy', 'paranormal', 'fiction']"
18822,18114114,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'young-adult']"
18823,18114152,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
18824,18114183,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance']"
18825,18114274,"['fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'fiction']"
18826,18114292,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'mystery', 'thriller', 'crime']"
18827,18114350,"['fantasy', 'paranormal', 'young-adult', 'fiction']"
18828,18114540,"['fantasy', 'paranormal', 'fiction', 'children', 'young-adult']"
18829,18114543,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children']"
18830,18114567,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'history', 'historical fiction', 'biography', 'children', 'mystery', 'thriller', 'crime']"
18831,18114578,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children']"
18832,18114581,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children']"
18833,18114583,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children']"
18834,18114797,"['fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'romance', 'young-adult', 'mystery', 'thriller', 'crime']"
18835,18114980,"['romance', 'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
18836,18118589,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'children']"
18837,18119448,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'history', 'historical fiction', 'biography']"
18838,18122693,"['fantasy', 'paranormal', 'fiction', 'children', 'young-adult']"
18839,18122779,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'young-adult', 'romance']"
18840,18126442,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance', 'fiction']"
18841,18128488,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
18842,18129100,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'history', 'historical fiction', 'biography']"
18843,18129488,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'comics', 'graphic', 'young-adult', 'mystery', 'thriller', 'crime']"
18844,18130323,"['fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'poetry', 'non-fiction']"
18845,18130881,"['fiction', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'young-adult']"
18846,18131016,"['fantasy', 'paranormal', 'young-adult', 'romance', 'children', 'fiction', 'non-fiction']"
18847,18131799,"['fantasy', 'paranormal', 'young-adult', 'mystery', 'thriller', 'crime', 'fiction', 'children']"
18848,18132923,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18849,18132925,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18850,18133040,"['young-adult', 'romance', 'fantasy', 'paranormal', 'fiction']"
18851,18134013,"['young-adult', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
18852,18134015,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18853,18135500,"['romance', 'fantasy', 'paranormal']"
18854,18135513,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime']"
18855,18136617,"['fantasy', 'paranormal', 'fiction', 'romance', 'young-adult', 'mystery', 'thriller', 'crime']"
18856,18136779,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18857,18137193,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
18858,18138189,"['fantasy', 'paranormal', 'fiction']"
18859,18138300,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
18860,18138967,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime']"
18861,18139127,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
18862,18139344,"['romance', 'fiction', 'fantasy', 'paranormal', 'young-adult']"
18863,18139931,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance']"
18864,18139978,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
18865,18141262,"['fantasy', 'paranormal', 'romance', 'fiction', 'young-adult']"
18866,18142402,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
18867,18142592,"['fantasy', 'paranormal', 'young-adult', 'mystery', 'thriller', 'crime', 'fiction', 'romance']"
18868,18143067,"['fantasy', 'paranormal', 'fiction', 'poetry']"
18869,18143069,"['fantasy', 'paranormal', 'romance', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime']"
18870,18143087,"['fiction', 'fantasy', 'paranormal', 'romance', 'history', 'historical fiction', 'biography']"
18871,18143290,"['fiction', 'fantasy', 'paranormal']"
18872,18143802,"['fantasy', 'paranormal', 'romance', 'comics', 'graphic', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography']"
18873,18143810,"['romance', 'fantasy', 'paranormal', 'comics', 'graphic', 'young-adult', 'mystery', 'thriller', 'crime']"
18874,18143812,"['fantasy', 'paranormal', 'young-adult', 'comics', 'graphic', 'fiction', 'mystery', 'thriller', 'crime']"
18875,18143822,"['romance', 'fantasy', 'paranormal', 'comics', 'graphic', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime']"
18876,18143891,"['fiction', 'fantasy', 'paranormal']"
18877,18143924,"['fantasy', 'paranormal', 'fiction', 'romance']"
18878,18143940,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
18879,18143946,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'mystery', 'thriller', 'crime']"
18880,18143948,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'history', 'historical fiction', 'biography', 'romance']"
18881,18144122,"['fantasy', 'paranormal', 'romance', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'fiction']"
18882,18144127,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography', 'fiction']"
18883,18144176,"['fantasy', 'paranormal', 'young-adult', 'comics', 'graphic', 'fiction']"
18884,18144593,"['fantasy', 'paranormal', 'romance', 'fiction']"
18885,18147153,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult']"
18886,18148202,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'young-adult', 'mystery', 'thriller', 'crime']"
18887,18149634,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'history', 'historical fiction', 'biography', 'non-fiction']"
18888,18152865,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
18889,18153046,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'mystery', 'thriller', 'crime']"
18890,18153436,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
18891,18157967,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
18892,18158108,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult', 'romance']"
18893,18158475,"['fantasy', 'paranormal', 'romance', 'fiction']"
18894,18159196,"['fantasy', 'paranormal', 'romance', 'fiction']"
18895,18160126,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime', 'romance']"
18896,18160216,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime']"
18897,18160307,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult']"
18898,18160774,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
18899,18161930,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
18900,18163294,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18901,18164236,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
18902,18164326,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
18903,18164677,"['fantasy', 'paranormal', 'children', 'young-adult']"
18904,18165175,"['fantasy', 'paranormal', 'romance', 'fiction']"
18905,18165325,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
18906,18166890,"['fantasy', 'paranormal', 'romance', 'fiction']"
18907,18166891,"['fiction', 'fantasy', 'paranormal', 'young-adult', 'mystery', 'thriller', 'crime']"
18908,18166936,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'romance', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
18909,18166986,"['fantasy', 'paranormal', 'fiction']"
18910,18167000,"['fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
18911,18167025,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
18912,18167468,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18913,18167557,"['fantasy', 'paranormal', 'romance', 'history', 'historical fiction', 'biography', 'fiction', 'mystery', 'thriller', 'crime']"
18914,18168636,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
18915,18169430,"['fantasy', 'paranormal', 'romance', 'young-adult', 'fiction']"
18916,18169826,"['fantasy', 'paranormal', 'romance', 'fiction', 'young-adult']"
18917,18169912,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
18918,18170019,"['fantasy', 'paranormal', 'romance', 'fiction']"
18919,18170136,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
18920,18170139,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'romance']"
18921,18171112,"['fantasy', 'paranormal', 'romance', 'fiction']"
18922,18171953,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children', 'mystery', 'thriller', 'crime']"
18923,18172465,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
18924,18176505,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
18925,18176532,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18926,18176657,"['fantasy', 'paranormal', 'romance', 'young-adult', 'fiction']"
18927,18176746,"['romance', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'fiction']"
18928,18177179,"['fantasy', 'paranormal', 'romance', 'young-adult']"
18929,18177623,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18930,18180495,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
18931,18182076,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
18932,18183598,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
18933,18184308,"['fantasy', 'paranormal', 'fiction']"
18934,18184424,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
18935,18185144,"['fiction', 'fantasy', 'paranormal']"
18936,18186117,"['romance', 'fantasy', 'paranormal']"
18937,18186721,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
18938,18187275,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
18939,18187690,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult']"
18940,18187783,"['fantasy', 'paranormal', 'romance', 'fiction']"
18941,18190046,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children', 'mystery', 'thriller', 'crime']"
18942,18190208,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'history', 'historical fiction', 'biography']"
18943,18190280,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
18944,18190302,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
18945,18191104,"['romance', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'fiction']"
18946,18191343,"['fantasy', 'paranormal', 'romance', 'fiction']"
18947,18191619,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
18948,18192958,"['fantasy', 'paranormal', 'romance', 'fiction', 'comics', 'graphic', 'mystery', 'thriller', 'crime']"
18949,18193187,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'children']"
18950,18193741,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
18951,18193743,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
18952,18193751,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
18953,18194405,"['fiction', 'fantasy', 'paranormal', 'young-adult', 'children']"
18954,18196588,"['fiction', 'fantasy', 'paranormal', 'poetry', 'mystery', 'thriller', 'crime']"
18955,18196600,"['young-adult', 'romance', 'fantasy', 'paranormal', 'fiction']"
18956,18196738,"['fantasy', 'paranormal', 'fiction', 'romance']"
18957,18196876,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
18958,18197222,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
18959,18197223,"['young-adult', 'fiction', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime']"
18960,18198485,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'romance']"
18961,18206781,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
18962,18206985,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18963,18209104,"['fantasy', 'paranormal', 'romance']"
18964,18209322,"['fantasy', 'paranormal', 'fiction', 'children', 'mystery', 'thriller', 'crime', 'young-adult']"
18965,18209344,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18966,18209370,"['fantasy', 'paranormal', 'fiction', 'children', 'mystery', 'thriller', 'crime', 'young-adult', 'history', 'historical fiction', 'biography']"
18967,18209531,"['young-adult', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance', 'fiction']"
18968,18210706,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
18969,18210707,"['romance', 'fantasy', 'paranormal', 'fiction']"
18970,18211066,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'comics', 'graphic']"
18971,18211208,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'children']"
18972,18211295,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
18973,18211884,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18974,18212395,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
18975,18212439,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
18976,18212634,"['fantasy', 'paranormal', 'romance']"
18977,18213394,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18978,18213570,"['fantasy', 'paranormal', 'fiction', 'children']"
18979,18214298,"['fantasy', 'paranormal', 'romance', 'fiction']"
18980,18215192,"['fantasy', 'paranormal', 'romance', 'fiction']"
18981,18215201,"['romance', 'young-adult', 'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
18982,18216396,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
18983,18216608,"['young-adult', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'romance']"
18984,18216708,"['romance', 'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
18985,18216813,"['romance', 'fantasy', 'paranormal', 'fiction']"
18986,18217505,"['young-adult', 'fantasy', 'paranormal', 'children', 'fiction']"
18987,18217960,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
18988,18221489,"['fantasy', 'paranormal', 'romance', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime']"
18989,18221588,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
18990,18222545,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'history', 'historical fiction', 'biography', 'children', 'mystery', 'thriller', 'crime']"
18991,18222555,"['fantasy', 'paranormal', 'fiction', 'children', 'romance', 'young-adult']"
18992,18222556,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime', 'poetry']"
18993,18222819,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'mystery', 'thriller', 'crime']"
18994,18223036,"['fantasy', 'paranormal', 'romance', 'fiction']"
18995,18224112,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime', 'children']"
18996,18226374,"['mystery', 'thriller', 'crime', 'fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography']"
18997,18229437,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
18998,18231525,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'young-adult']"
18999,18232117,"['fantasy', 'paranormal', 'fiction', 'children', 'young-adult']"
19000,18233795,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
19001,18239142,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
19002,18240439,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
19003,18241263,"['young-adult', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'history', 'historical fiction', 'biography', 'romance']"
19004,18241346,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children']"
19005,18242185,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
19006,18242825,"['fantasy', 'paranormal', 'young-adult', 'fiction']"
19007,18243852,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
19008,18244295,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
19009,18244428,"['fiction', 'romance', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'children']"
19010,18244432,"['fiction', 'fantasy', 'paranormal', 'romance', 'history', 'historical fiction', 'biography', 'children']"
19011,18244506,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
19012,18244920,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'romance']"
19013,18245052,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
19014,18245256,"['fantasy', 'paranormal', 'children', 'young-adult', 'fiction', 'romance']"
19015,18246269,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance']"
19016,18246288,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance', 'fiction']"
19017,18246312,"['fantasy', 'paranormal', 'young-adult', 'romance']"
19018,18246321,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
19019,18246887,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime']"
19020,18247597,"['fantasy', 'paranormal', 'fiction', 'romance', 'history', 'historical fiction', 'biography']"
19021,18247598,"['fantasy', 'paranormal', 'romance', 'fiction']"
19022,18248374,"['fantasy', 'paranormal', 'romance', 'young-adult', 'mystery', 'thriller', 'crime', 'fiction']"
19023,18248381,"['fantasy', 'paranormal', 'fiction']"
19024,18248435,"['fantasy', 'paranormal', 'fiction', 'comics', 'graphic', 'young-adult']"
19025,18248512,"['fantasy', 'paranormal', 'romance', 'young-adult', 'fiction']"
19026,18248513,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime', 'young-adult']"
19027,18249114,"['young-adult', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance', 'fiction']"
19028,18249280,"['fantasy', 'paranormal', 'fiction', 'romance', 'young-adult']"
19029,18249394,"['fantasy', 'paranormal', 'fiction', 'non-fiction', 'comics', 'graphic']"
19030,18249808,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
19031,18250383,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'children']"
19032,18263469,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'romance']"
19033,18266060,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult']"
19034,18266062,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime']"
19035,18266064,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'history', 'historical fiction', 'biography']"
19036,18269815,"['fantasy', 'paranormal', 'young-adult', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
19037,18269916,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
19038,18271251,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
19039,18271937,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime', 'romance']"
19040,18273368,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
19041,18273594,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'mystery', 'thriller', 'crime']"
19042,18273946,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime']"
19043,18273949,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime']"
19044,18274861,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
19045,18278888,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
19046,18280911,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
19047,18281064,"['fantasy', 'paranormal', 'romance']"
19048,18281168,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
19049,18281991,"['romance', 'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
19050,18281997,"['fantasy', 'paranormal', 'fiction', 'romance', 'young-adult']"
19051,18282060,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime', 'children', 'romance']"
19052,18282912,"['fantasy', 'paranormal', 'romance', 'fiction']"
19053,18282914,"['fantasy', 'paranormal', 'romance']"
19054,18283002,"['fiction', 'fantasy', 'paranormal']"
19055,18283006,"['fantasy', 'paranormal', 'romance', 'young-adult', 'mystery', 'thriller', 'crime']"
19056,18285122,"['young-adult', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'romance']"
19057,18285765,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction', 'young-adult']"
19058,18291661,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children']"
19059,18293857,"['fantasy', 'paranormal', 'romance', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime']"
19060,18295806,"['fantasy', 'paranormal', 'young-adult', 'fiction']"
19061,18295861,"['fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'young-adult']"
19062,18295869,"['fantasy', 'paranormal', 'romance', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'young-adult']"
19063,18296016,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'romance']"
19064,18296020,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children', 'mystery', 'thriller', 'crime']"
19065,18296022,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime', 'children', 'history', 'historical fiction', 'biography']"
19066,18296481,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime', 'romance']"
19067,18296973,"['fantasy', 'paranormal', 'romance', 'young-adult', 'mystery', 'thriller', 'crime', 'fiction']"
19068,18298890,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'children']"
19069,18301308,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children', 'history', 'historical fiction', 'biography']"
19070,18301663,"['fantasy', 'paranormal', 'romance', 'fiction']"
19071,18301716,"['fantasy', 'paranormal', 'young-adult', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
19072,18303570,"['romance', 'fantasy', 'paranormal', 'fiction', 'young-adult']"
19073,18304348,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
19074,18305603,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
19075,18306322,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
19076,18307001,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'mystery', 'thriller', 'crime']"
19077,18309415,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography']"
19078,18309663,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult', 'romance']"
19079,18309803,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
19080,18310561,"['fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'young-adult']"
