average_rating,author_id,text_reviews_count,name,ratings_count
3.72,4518241,83,Brianna J. Merrill,709
3.86,5761580,475,MarcyKate Connolly,1780
3.51,5367387,191,Emma Cornwall,701
3.81,6562334,79,Tim Mettey,651
3.8,965908,465,P.J. Hoover,2110
3.84,8531097,248,Marc Turner,1045
3.9,732517,1562,Jonathan Bean,11449
3.88,14178660,231,Chris F. Holm,1274
3.8,4415207,644,Chris  Holm,3924
3.86,481782,150,Colleen Anderson,779
3.56,6202730,161,Sarah Maria Griffin,640
3.72,219618,59,Margaret A. Neves,835
3.92,3998339,472,Kelly Light,2489
3.8,75818,219,Kevin Ryan,4515
4.07,2045223,578,Francis Tsai,12687
3.74,584827,372,Derek Nikitas,4893
3.94,784104,109,Wayde Compton,801
3.82,4349709,323,Susan Jane Bigelow,1289
3.92,15552977,412,Sarah Tolcser,1319
4.32,1076161,199,Chrys Cymri,307
3.76,126353,257,Toby Forward,1546
3.74,3100202,628,Maurissa Guibord,5012
3.75,52850,14576,Maurice Hindle,834219
4.04,560396,244,Michael Mullin,645
3.58,5251026,658,Yelena Black,3860
3.72,15038654,452,Erin Beaty,1554
3.67,6858934,239,Monica McGurk,371
3.64,138434,56,Cheryl Sterling,341
3.82,1194999,175,Cindy Lynn Speer,859
3.24,2009613,408,Kenneth Tingle,3082
3.75,5404616,504,Jeff Salyards,3760
3.82,236020,208,John B. Olson,1517
3.42,4181397,85,Suki Michelle,152
3.99,4759072,112,Craig Payst,375
3.86,8593,505,Joel Rosenberg,26122
4.43,4350009,256,Bryan J.L. Glass,41990
3.43,1400210,305,Jinky Coronado,5295
3.58,4447138,445,Mark Cole,1673
3.88,169469,278,Alice Henderson,3261
3.66,3388865,291,Mia James,2966
3.73,8178159,233,Jonathan Maas,917
3.94,3370128,156,Sassafras Lowrey,855
3.75,7226007,148,Jane Cable,363
3.85,7123176,376,Rachel M. Raithby,2589
3.96,2979462,99,Bryan Beus,629
4.0,4022548,348,Kate Kaynak,1781
3.73,5113251,342,Nathan Ballingud,4030
3.91,911081,225,Kevin Bolger,1632
3.84,5297892,300,Stant Litore,1322
3.99,10788120,196,Emily Wibberley,1204
3.86,4744683,153,Nancy K. Duplechain,1676
3.66,7014014,57,Rupert Wallis,205
3.75,168524,158,Gael Baudino,3964
3.76,7105753,2005,Melissa Grey,9132
3.6,6693411,480,Kim Liggett,2665
3.59,489126,148,Aamer Hussein,937
3.52,7214344,412,Chandler Baker,1367
3.96,4864215,2386,Carey Corp,13138
3.95,236242,193,Gianni Guadalupi,2448
4.32,53348,198,Harry Gregson-Williams,18261
3.59,4959800,626,William  Alexander,2555
4.17,4180597,138,Cas Peace,797
4.24,2101660,198,Yukino Ichihara,10604
4.11,6517902,79,Liesel K. Hill,127
4.04,5387551,674,Sarah Wynde,4576
3.96,4089873,395,Agatha Bird,3185
3.88,4687563,238,Terry Windling,38143
4.26,4979194,436,R.J. Larson,3245
3.7,1307342,130,Anne Spollen,731
3.9,284897,1485,Madelyn Alt,27179
3.88,6554985,162,Claire McFall,952
3.84,4067140,41,Marianne S. Jablon,349
3.97,7797304,783,Kory M. Shrum,4541
3.83,217051,243,J.V. Hart,2892
3.78,85761,304,Peter J. Heck,8149
3.42,206295,552,Anjali Banerjee,3182
3.94,164102,102,Geoffrey Huntington,1739
4.25,4475969,165,Martin Olson,2127
3.91,5105592,587,Stephanie  Nelson,8002
4.13,416085,78,W.J.F. Jenner,655
4.09,341111,66,Carme Sole Vendrell,1573
3.96,9870934,144,L. Penelope,427
3.66,5323170,434,Michael   Logan,1936
3.77,3059577,106,Michele Barrow-Belisle,665
4.05,975643,106,Ray Friesen,631
3.58,3216094,89,Jacqueline Lepore,408
4.29,17276686,124,Najeev Raj Nadarajah,283
3.8,15284813,101,Emily Sowden,248
3.54,6456015,1778,Magnus Flyte,11587
3.87,3397290,627,Imogen Rose,8325
3.76,198623,490,Alex Duval,13379
4.1,359431,101,Sean Cullen,1486
3.85,93029,534,Allie Mackay,5906
4.6,8427404,67,Kevin Ansbro,92
4.16,262692,106,Bernhard Oberdieck,1108
3.41,5241424,146,Darian Wilk,1019
3.47,654922,137,Sophie Lee,412
4.04,39840,1965,Keith Gessen,12944
3.65,5355675,188,John  Forrester,3870
4.08,409751,271,Elvio E. Gandolfo,3499
4.15,6575108,220,Shatrujeet Nath,1567
4.14,5212441,182,A.L. Davroe,501
3.91,364195,231,Ludwig Tieck,4521
3.89,454151,81,Richard Garnett,1455
3.92,708105,72,E.A. Wyke-Smith,1228
3.91,351924,58,Kenneth Morris,1223
3.9,485215,128,Francis Stevens,1515
3.91,2944392,42,E.H. Knatchbull-Hugessen,1119
3.87,4938,4222,Ted Nasmith,146165
3.51,6543253,27985,Douglas Smith,621410
3.84,2828543,937,Mike Reagan,10178
3.83,7116446,2444,J.D. Horn,32065
3.46,8434494,77,C.A. Harland,106
3.91,7149797,189,A.J.   Smith,2488
3.79,15077746,87,I.A. Ashcroft,106
3.7,7622049,66,M.A. Evereaux,965
4.35,3334544,211,Mimi O'Connor,5482
3.76,16393,61,Claudia J. Edwards,439
4.01,7074174,481,Angela  McPherson,1556
3.67,5777705,97,Thomas Sadoski,324
3.64,183421,424,Tim Sample,3844
3.61,3114310,486,Mare Winningham,4045
3.91,3132853,43,Brooke Bloom,116
3.96,13471300,365,Santino Fontana,912
3.88,680734,41,Peter Friedman,143
3.47,5375088,84,Susan Jarvis,331
3.84,4020322,157,John Alfred Taylor,1756
3.43,6446066,74,Mark  Roman,260
4.06,7278389,487,Becca Vincenza,2357
3.89,762973,152,Trisha Baker,1760
4.21,643309,295,Sara  Mack,1110
3.71,524582,191,Jax,1328
3.55,556794,119,S.C. Butler,611
3.78,3038507,152,Shannon Page,783
3.57,1259835,215,Kari Sperring,833
3.59,4427602,66,Avery Shade,293
4.22,4700629,94,Jenna Kay,319
3.76,4904383,566,Megan Curd,3049
3.95,5147170,438,Christie Rich,3886
3.91,5095403,142,Bonnie Erina Wheeler,720
3.87,4776314,113,Jill Baguchinsky,529
4.37,15513625,320,Steven Cooley,7242
3.77,8247794,205,Gloria Craw,873
3.61,2287512,472,Emily Whitman,3855
3.36,5759417,116,Noel Baca Castex,1357
3.41,4092655,170,Rjurik Davidson,668
3.95,5661809,261,Jamie Thornton,706
3.64,5875014,250,Sandra Waugh,2017
3.83,5045068,360,Shannen Crane Camp,1797
3.93,410993,1031,Dianne Sylvan,15089
4.07,15813968,238,Melle Amade,720
3.66,5833021,239,Amy McCulloch,1518
4.09,5139659,97,Hannah L. Clark,226
3.87,3443203,1657,Yahtzee Croshaw,14625
4.24,4121665,201,Jeff LaFerney,385
4.09,329869,180,David Ferguson,3664
3.74,66595,417,John Nickle,1913
4.15,6150459,72,H.B. Bolton,153
3.71,1159575,197,Wayne Allen Sallee,3951
4.16,1013883,76,Sandra Muller,1138
4.1,6626169,1316,Kathryn Perez,7035
3.73,3452048,811,Terrie Farley Moran,4444
4.02,491441,651,Michele Sinclair,12838
4.26,14926516,33,Rebecca   Ross,85
3.7,1400540,62,Wesley Snipes,182
3.79,14079950,68,Ray Norman,217
3.92,5308881,649,Rebecca Gober,7086
3.91,5308882,619,Courtney Nuckels,6951
3.83,2972043,143,Jan Kozlowski,547
3.84,341266,186,Fiona Dunbar,2461
3.99,891806,93,Carole McDonnell,544
4.04,2507198,1821,Joshua Lewis,20307
4.17,10037,95,Claudia Black,1532
3.91,7012642,170,Gayla Twist,2009
4.03,23599,115,Allan Zola Kronzek,7094
4.09,8596977,832,Rhenna Morgan,3136
3.84,8559964,39,Lowell H. Press,69
3.86,5340653,287,Kaylie Newell,843
4.16,16199171,267,Jeffrey   Wilson,2760
3.88,245099,389,Chris Mould,2633
4.29,7372483,101,M.E. Vaughan,322
3.74,132369,311,Kate Cary,3463
3.59,116148,396,Carl-Johan Vallgren,4259
3.66,1394639,115,Kim Lenox,1005
3.88,87106,184,Paul Shipton,1411
3.62,244452,389,Jack Fredrickson,2629
3.62,2738273,320,Johanna Wright,1248
3.43,781242,69,Rob DeBorde,222
3.87,1809897,198,Michelle Houts,737
4.16,15201503,74,Catherine Torres,219
3.7,4807116,278,Robert S.  Wilson,1257
4.01,588329,112,Bryce Moore,334
3.65,1073598,204,Will Peterson,1554
3.83,1960761,2979,Nils Johnson-Shelton,23284
3.61,7046918,152,Simon P. Clark,475
3.95,4109961,70,C.R. Hewitt,894
3.95,4572336,70,Xenobia,889
4.0,49216,658,Quentin Crisp,9077
4.01,255868,58,Craig Wessel,205
3.96,2843991,1468,Patrick Weekes,12725
3.86,4684643,2693,Erin Mcguire,17754
3.58,3432663,634,Michelle D. Argyle,4457
3.99,392933,47,Alice Brown,272
3.81,7495615,123,Elise Forier Edie,446
3.75,7055613,2954,Rin Chupeco,10536
3.98,13132448,271,Abby Cooper,846
3.52,3087,393,Allen Kurzweil,2812
3.87,3912116,233,Mark Whiteway,1410
3.95,4831831,5174,Debra Anastasia,29003
3.68,177012,310,Gaby Triana,1581
3.96,6439741,189,Nilanjana Roy,928
4.05,4749457,84,Madeline Claire Franklin,315
3.7,7522871,206,Joe Zieja,1059
4.07,37048,1472,Perry Moore,22402
4.46,1098474,94,Andrew Adamson,7632
4.35,915053,252,Graham Howells,2045
3.79,6327,69,Nan Rymer,3057
3.96,16591,61,Lee Chi-Hyong,4510
3.89,1351500,1390,Gitty Daneshvari,14343
3.73,5393419,979,A.R. Kahler,12729
4.27,15009385,236,Lydia Sherrer,533
3.87,6904801,779,Megan Kurashige,5733
3.95,4088681,73,Henry Morrison,473
3.99,3520466,100,Alan  Tucker,612
3.52,1109616,571,Hnn lshykh,4704
4.43,6551813,192,Peter Serafinowicz,2427
3.97,3312949,474,Gord Sellar,3050
4.01,7279550,186,J.C. Morrows,502
3.88,2946327,174,Meagan Hatfield,1482
4.11,728092,283,Yoshiki Tanaka,3208
4.07,5044405,1476,Karen Amanda Hooper,7072
3.97,630285,373,Gillian Summers,4412
3.77,3471272,528,Tara A. Fuller,3077
3.68,4756989,105,Kathleen David,705
3.76,230991,466,Wendy Toliver,4837
3.82,168720,104,David Short,822
3.96,1061934,51,Diana S. Zimmerman,439
3.92,380242,49,Maxine Gadd,428
3.52,78984,398,Carolyn Coman,2767
3.95,4419714,96,Kirsten Alene,298
4.26,5355122,1160,Angela M. Hudson,13499
3.74,14112744,540,Andrew Shvarts,1770
3.8,4412038,382,Lena Goldfinch,1660
3.53,77049,318,Judy Sheehan,1393
3.75,5172281,126,Allison Moon,858
4.65,7790583,110,Sean Fay Wolfe,981
3.66,6470642,107,Valerie Kemp,534
3.61,103982,123,Peter Bell,757
3.61,107072,1103,Tracy Barrett,6648
3.65,1008054,180,K.V. Johansen,1067
3.64,14671890,172,Julia Keith,958
3.76,40574,462,Carolyn See,3497
3.58,5278088,155,Jamie Quaid,958
3.75,5139046,83,Astrid Yrigollen,264
4.12,1916020,151,Matthew S. Armstrong,1731
3.51,6567444,132,Alexia Casale,694
3.57,360114,256,Alan DeNiro,1347
3.85,5184237,633,Veronica Blade,4004
3.61,4826732,338,Neil  Spring,1759
3.55,4035,245,Stacy Horn,1314
3.41,7421120,45,Jillian Keep,123
3.69,6472264,181,Dennis  Mahoney,825
4.16,596797,156,Richard Garfinkle,2831
3.75,2286513,113,Deborah Beale,896
4.08,461063,84,Roderick MacLeish,581
3.81,6444158,67,K.B. Lever,98
4.17,16022936,123,Sara  Holland,189
3.91,5810276,211,Barbara Ann Wright,1511
3.81,5171255,237,Robin Saxon,1049
3.85,5139410,492,Alex Kidwell,2072
3.83,996279,734,Zachary Mason,3612
3.93,6582898,151,Stephanie Ricker,632
4.09,6876493,190,Bailey Ardisone,1076
3.3,5774362,85,Pietari Posti,346
3.53,4965591,54,Blair Richmond,178
4.37,13592900,269,Amanda Tero,369
4.28,14414905,94,Sophia Barron,221
3.06,1029349,2483,Katie Crouch,15013
4.31,5257898,194,Phoebe Rivers,2603
3.92,13162897,106,Laura Daleo,133
3.8,39414,873,Andrew Donkin,10961
3.78,901999,680,Giovanni Rigano,9028
3.78,1197766,662,Paolo Lamanna,8933
3.53,551095,300,Boris Artzybasheff,2638
3.41,4814317,1100,Elizabeth  Miles,6970
3.47,3388162,153,Donna Burgess,641
3.48,5125372,104,Alan K. Baker,679
3.85,3326863,169,Zachary Jernigan,634
3.83,6969464,176,Charlie Human,1128
4.09,6441917,5552,Leslye Walton,24634
4.0,15941689,90,Egan Brass,135
4.12,8317107,76,J.Z.N. McCauley,100
4.02,1495325,242,Rebecca Dessertine,3363
4.1,8224327,877,J.D. Barker,2873
4.19,469607,231,Bettina M. Kurkoski,6474
4.11,3161109,443,Mary-Jane Knight,14692
3.91,816561,192,Clark Hays,491
3.89,946615,180,Kathleen McFall,471
3.31,7093346,1026,Laure Eve,4205
3.82,1398410,184,Carole Martinez,1544
3.98,6644114,203,Andrew  Buckley,488
3.67,913247,82,Mendor T. Brunetti,683
4.3,4815851,142,E.J. Altbacker,1406
3.82,7190280,203,J.T. Cope IV,279
3.57,6894289,286,Jamie Ayres,1275
3.52,5341919,108,Coral Moore,488
3.62,7121486,181,L.E. Sterling,616
3.25,5040774,378,Sara Wilson Etienne,2037
3.99,47011,345,James Bennett,1877
3.82,6583720,302,Kelly Luce,2016
3.75,2033695,358,Catherine Egan,1257
3.83,211530,187,Deborah Raleigh,2481
3.72,106247,301,Sabina Murray,2018
4.11,7363517,146,Davis Ashura,2174
3.94,226759,95,Kevin Keck,684
4.19,7753511,58,Roger Speer,748
4.32,14685175,329,Bryce O'Connor,2292
3.76,4859381,94,Theo Baker,538
3.84,7751493,186,Mike Wu,941
3.85,156118,182,Harriet Walter,726
4.23,232241,110,Marie Ponsot,1234
3.52,2946462,461,Jen Nadol,3209
3.87,2779169,185,Kate Paulk,6579
3.69,328981,79,Theodore Beale,561
3.94,8282527,458,Kate Sparkes,5292
3.94,16001400,61,Kit Brisby,144
3.77,5752810,1299,Kate Evangelista,5255
3.91,5355031,329,B.B. Griffith,2938
4.16,6297,168,Joe Mugnaini,1061
3.76,7273669,329,Katherine Harbour,1711
3.62,2892333,362,Stephanie Draven,1761
3.93,5346143,529,Kirsten Weiss,1858
3.94,655992,297,Jim Madsen,1193
4.01,58889,239,Brian McNaughton,3352
4.35,461016,138,Warwick Goble,3529
3.6,6560645,229,Andrea Drew,1533
3.78,171139,274,Thorne Smith,2109
3.65,321863,150,Lee Roland,1258
3.98,3015195,327,John Shroades,4273
3.61,7211914,641,Lee   Kelly,2979
3.9,6879348,700,Aya Ling,4545
4.38,14246067,387,R.L. Weeks,630
4.08,14015124,63,Lance Tuck,96
3.83,2914122,53,Mary E. Choo,887
3.66,8086967,101,Mary Sarah,488
3.83,80805,180,Peter Forbes,751
4.45,6075650,171,Bryan Cogman,3491
3.78,2857412,92,Tim Horvath,361
3.81,5130924,264,Michael  West,1404
3.81,15553009,170,Sophie Chen Keller,475
3.49,2120001,1333,Ali Shaw,8232
3.17,2881407,94,Vane Millon,229
3.69,7084159,861,Lori M. Lee,5119
3.71,8473432,111,Mahvesh Murad,385
3.94,6996330,60,M. Suddain,281
3.8,2740765,139,Collin Earl,1434
4.32,14590940,521,Shay Roberts,1090
3.9,7087082,148,Susan Adrian,600
3.96,4632659,143,Jaymee Goh,442
3.59,146986,862,Amy Garvey,7039
3.71,3016878,624,Angie Frazier,2959
3.98,391236,181,Steven Ross,3377
3.94,13650214,61,Valerie Valdes,247
3.55,11932369,90,Julian Mortimer Smith,332
3.91,265011,96,Susan Hill Long,330
3.97,205248,3457,Gemma Gallart,30260
3.85,7313627,228,Joe Querio,2470
3.92,2769516,488,Ambelin Kwaymullina,2301
3.82,15118466,219,Juliet Lyons,745
3.82,5894935,129,Scott Aiello,483
3.65,133451,443,Karen Brennan,3134
3.27,809030,192,Adrianne Harun,877
3.92,125883,231,Kelley Eskridge,1479
3.84,1036925,447,Jaida Jones,4799
3.74,1036924,380,Danielle Bennett,4239
3.78,4097558,649,Ben Loory,3061
4.02,6880655,102,Gabrielle Arrowsmith,529
3.91,7307645,83,Fyodor Pavlov,475
3.85,6948943,57,Lawrence Gullo,367
3.34,581549,474,Maureen Doyle McQuerry,1987
4.19,7076691,210,S.A. Huchton,952
3.84,7302815,39,AJ Salem,82
4.21,2272915,120,Ari Bach,836
3.86,5610529,385,Lana Krumwiede,2117
3.95,15215228,443,Julie C. Dao,1157
4.2,773948,105,Linda DeMeulemeester,1696
3.87,14777224,188,Colleen Halverson,709
3.74,4703186,329,Michael Weems,3042
3.93,7212904,422,Tera Shanley,1768
4.2,63218,62,Scott Connors,881
4.15,3891634,71,Ron Hilger,914
3.98,4936836,229,Janine K. Spendlove,978
4.07,7151265,520,Bella Roccaforte,2077
3.65,217279,350,Mick Jackson,2395
3.56,389683,296,Porochista Khakpour,1793
3.75,7445462,103,Elisabeth Kauffman,423
3.96,6554477,65,David Neilsen,218
4.14,7236316,232,Jessica Frances,542
4.49,5351607,66,Dana Piazzi,160
3.82,138926,201,Skye Alexander,1626
3.85,355173,474,Gary Whitta,2882
3.68,39792,699,Will Weaver,3499
4.22,7097656,35,Jan Krause Greene,63
4.23,5205412,150,Rebecca  Cook,8443
4.4,9863605,346,Fiona Quinn,995
3.22,15011553,171,Keira Drake,1367
3.71,1186731,185,N.T. Morley,1477
3.68,4104941,230,Emma Michaels,521
3.96,4911639,535,Eric Kahn Gale,2487
4.09,15211832,43,Annie M G Schmidt,140
3.8,6540633,130,M.A. George,328
3.91,5828053,137,Maxine Mansfield,320
3.82,4384865,73,Fiona J.R. Titchenell,249
3.81,6599726,70,Matt  Carter,378
3.73,145273,237,Martine Murray,1518
4.18,9295505,132,Aurelie Venem,794
3.45,740944,234,Howard L. Anderson,806
3.69,61855,481,Joyelle McSweeney,3487
3.77,124792,263,Steph Swainston,3439
3.68,3095878,465,Anastasia Hopcus,3551
4.33,7854535,298,C.L. Gaber,430
3.83,7009629,544,Hillary Monahan,2006
4.49,16274241,38,N.J. Simmonds,74
3.85,463850,456,Jason Hawes,4052
3.85,463849,457,Grant Wilson,4082
4.28,8038662,307,Andy Peloquin,539
3.75,2737333,498,Zoe Winters,4785
3.92,4880860,175,Sam Gayton,583
3.86,13490241,58,Alice Ratteree,155
3.75,2958986,197,Christine Brodien-Jones,1132
3.79,2094451,321,Beth Bracken,1416
3.51,1002902,146,Carmen Ferreiro-Esteban,468
3.95,179162,293,Stacia Deutsch,3155
3.74,7129846,294,J. Lincoln Fenn,1442
3.81,6464112,34,Aleksie O'Konner,63
3.77,4315436,98,Erin Potter,569
4.17,4344760,52,Aoi Hiiragi,417
4.14,6877480,81,Su Williams,284
3.3,4606082,525,K.C. Hilton,2739
4.25,5256725,51,Sage LaTorra,453
4.24,5256726,49,Adam Koebel,399
3.52,2768953,214,April Bostic,561
3.75,3906497,73,Mark Scuerman,621
3.53,4658172,505,Emily Hainsworth,2635
3.95,5344384,177,Jo Spurrier,1223
3.75,13353,623,Lisa Carey,4479
4.06,2936805,121,Maxwell Alexander Drake,584
4.09,12068522,53,Mike Revell,213
4.11,119164,433,Andrew Rowe,5689
3.96,6922624,1234,Vivienne To,10480
3.51,6443222,43,Mike E. Miller,122
4.05,8388731,73,J.M.   Lee,307
3.64,7163018,188,Violet Kupersmith,545
3.98,28273,11882,Nina Auerbach,637182
3.27,13402627,248,Marzia Bisognin,1096
4.28,14249578,61,Rod Holder,74
3.96,5445166,71,Avery Olive,139
3.52,5766043,270,Andrea Heltsley,540
3.61,2945301,1760,Karen Healey,10506
4.01,14247695,159,Eva Chase,440
3.91,497788,241,Gregory Lamberson,1133
3.66,85813,152,Elaine Mercado,1363
4.07,6576718,131,Ryan Attard,1060
3.77,103053,122,Mark Shepherd,8935
4.17,7264582,64,Ember Shane,129
4.22,4044040,882,Ray Dillon,10146
3.64,5815432,1119,Michelle Krys,5482
4.29,8111038,137,Candice Burnett,373
3.45,7785546,101,Roberto Parada,605
4.02,3392009,61,Bill Molesky,230
4.03,344400,51,Liz Caldwell,184
4.16,3936678,80,David M. Johnston,431
3.93,273399,970,Kate Constable,20883
3.64,12827431,425,Marjorie  Sandor,3026
3.95,7032969,163,G. Derek Adams,606
3.65,3524215,330,Shirley Marr,1750
3.73,4919009,114,Christy Dorrity,530
3.78,53292,309,Paul B. Thompson,32542
3.8,53291,212,Tonya C. Cook,30554
3.61,56140,98,Charles Dickinson,650
3.89,3980090,67,Clover Ernest,922
3.74,4987918,52,Jennifer L. Oliver,903
4.07,7047233,376,L.R.W. Lee,1150
3.66,3114179,445,Hiromi Ito,3159
3.82,116504,5056,Laura Amy Schlitz,29425
3.88,753573,1606,Ron Currie Jr.,10846
3.79,28570,173,Minda Webber,3849
4.13,418792,2012,Christopher Healy,14620
3.81,146987,747,Jennifer Apodaca,9976
4.07,6585259,506,Katie Hamstead,3153
3.71,162799,353,Rob Shepperson,1336
3.74,2905269,455,Molly Ringle,1313
4.04,13592048,130,Akaza Samamiya,1481
4.32,13650045,102,J.J. Sherwood,146
4.0,223300,3651,Anthony Bonner,153288
3.75,467065,1409,Christina McKenna,17208
4.05,3090324,361,Sheila A. Nielson,2106
3.65,365385,421,N.J. Dawood,4101
3.96,15743202,159,William    Harvey,1811
4.15,1553590,378,Hilary Thompson,871
3.97,571556,250,Marc McBride,16402
3.67,594951,831,Lena Coakley,3918
3.62,2507196,68,Elspeth Potter,483
3.7,3240504,115,Rose Fox,616
3.93,417937,206,Brian Trent,689
3.89,13392529,40,Rich Lundeen,112
3.83,1183314,79,Payal Dhar,430
3.57,43043,60,Anita Roy,254
3.65,342139,247,Samhita Arni,1080
3.59,9848415,51,Kuzhali Manicakavel,224
3.59,7094798,51,Lily Mae Martin,234
3.6,846270,70,Mandy Ord,332
3.88,1351982,163,Amruta Patil,1041
3.75,6421258,106,Laurence MacNaughton,263
3.54,1657883,594,Brian Catling,3081
3.68,1012738,124,Xanthe Elbrick,388
3.86,16155974,119,C.F. Iggulden,489
3.99,17015009,115,Peiri Ann,225
3.91,7728917,213,Felisha Antonette,361
4.18,15402430,601,April  Daniels,1968
3.66,5818055,133,Robert Eggleton,162
4.46,5328113,243,K.B. Hoyle,776
3.98,5237120,56,Feather Stone,87
3.86,4968404,446,M.R. Merrick,4725
4.66,579649,55,Simone Cooper,7586
4.64,15730468,61,Debbie  Gallagher,7658
3.96,5131290,76,Theresa Sneed,222
3.68,12030,340,Steve Augarde,2615
3.64,2858595,145,Polly Lee,379
3.39,7692574,150,Carrie Patel,566
3.78,162220,83,Colm A. Kelleher,686
3.78,162219,77,George Knapp,671
3.87,202629,453,David Frampton,4470
3.67,15414,208,Dennis Danvers,1370
3.9,284720,87,Frank Cavallo,339
3.77,2925619,243,Steve   Jackson,4767
4.22,4821221,137,Nicholas Kole,974
3.67,477711,247,Jane     Kelley,1044
3.4,270463,812,Carol Snow,5097
3.93,619755,58,Jamieson Findlay,452
4.41,7169176,48,Anastasia Virgas,79
3.95,2472310,786,Sarah Ardizzone,5254
3.87,4026601,395,Victoria Davies,1922
4.2,5438808,177,Zrinka Jelic,275
3.21,7280200,35,Sharona Muir,138
3.81,6993187,287,AdriAnne Strickland,1111
3.8,5342474,215,H.B. Pattskyn,1278
3.82,2742752,134,Veronica Giguere,1827
4.35,463875,353,Yuki Urushibara,12396
4.11,8178731,93,David     Pratt,212
4.04,4087473,111,J. Lloyd Morgan,345
3.64,8073356,105,Sara C. Snider,154
3.68,4712387,517,Michelle Muto,2620
3.79,6093938,36,Helena Ragg-Kirkby,652
3.71,3861831,192,Oliver G. Latsch,1551
3.7,2356,217,Suzanne Macpherson,3814
4.06,14395977,665,Bianca Scardoni,8415
3.75,3403919,120,Sandra Wickham,603
4.05,5249479,67,S. Alexander O'Keefe,150
3.73,1275225,131,Mina Hepsen,827
3.27,7280844,452,Krassi Zourkova,1630
3.96,3387889,155,Jasmine Richards,1217
4.0,5976337,827,J.A. White,5309
3.53,694013,711,David Macinnis Gill,3458
3.93,14035666,131,Pat Esden,240
3.71,7014878,71,A.D. Robertson,256
3.92,35815,160,John Taliaferro,831
4.44,83273,116,Renwick St. James,1334
4.01,1666468,569,Wesley King,3250
4.09,2871392,145,Polly Gannon,2063
4.01,3225845,1513,R. Lee Smith,10166
3.93,7848979,220,Caleb Krisp,820
4.0,57736,117,Donald Wandrei,957
3.79,5188441,404,Ali Cross,2929
3.78,3398274,927,Ben Tripp,6960
3.62,709302,179,Patrick Sheane Duncan,774
3.79,13856066,163,Crystal Cestari,506
4.13,7036845,229,Skye Melki-Wegner,1503
3.91,3889643,165,H. Granville Fell,1945
3.86,2973944,93,E.B. Stevens,302
4.27,299142,571,Anita Sengupta,49033
4.03,15062939,56,Meghan B. Collins,877
3.81,3339369,484,Anthony Francis,3276
4.42,6538148,99,Nicole Sager,264
4.2,7751826,79,Angela Parkhurst,222
3.93,132923,656,Eden Robinson,5414
3.93,3142052,380,Raoul Vitale,9875
3.47,14980963,52,Amanda Dolan,172
4.14,4595804,269,Jeffrey M. Poole,2896
4.23,7561075,2538,Ben McSweeney,14982
3.74,3016197,441,Robert Brockway,4734
3.89,14097765,54,Celeste Lim,135
3.54,4401747,95,Katharine Turner,604
4.01,617200,142,Danika Dinsmore,452
4.03,7325602,128,Brandi Leigh Hall,485
3.69,974022,216,John Levitt,4131
3.95,16209,210,Jonathan Tweet,11241
3.76,7423148,249,Michael Kogge,1650
4.02,14880958,48,Jeannette Ng,89
4.08,15799268,42,Lars Boye Jerlach,71
3.92,5823115,124,Anna Erishkigal,963
3.35,1356509,43,Peter H. Aykroyd,271
3.96,354415,275,Peter Newell,2984
3.68,685911,794,Rebecca Copeland,7700
3.84,386042,5158,Heather Dixon,32997
3.71,177046,294,Patti O'Shea,3908
4.19,641268,242,Herbert Read,6519
3.8,293829,49,Laurel Doud,354
4.23,1110642,63,Alexander Alexeieff,3158
3.92,1636014,129,Adam Slater,596
4.14,16317671,37,Christine Spoors,63
4.21,150344,109,Keiichi Sigsawa,1918
4.1,2542414,272,Melvyn Grant,8661
3.6,4986073,114,Allegra Skye,1405
4.03,1100211,857,Richard Cowdrey,12782
3.79,1297569,622,Peter Giles,3900
3.78,195904,60,Jagmohan S. Bhanver,397
4.14,13500505,378,Willa Thorne,1995
3.73,367043,269,Dia Calhoun,2316
3.68,324975,212,Sarah Micklem,1587
4.11,13709050,591,JuYoun Lee,6251
3.71,2699594,1958,Sarah Cross,12339
3.77,5785094,1702,Anand Neelakantan,14583
3.99,23120,154,Martin Springett,799
3.77,4422205,63,Dayna Ingram,241
4.0,16142,227,Evangeline Walton,2835
4.27,6625011,98,Barbara Brauner,388
4.26,6625012,98,James Iver Mattson,384
3.94,4450759,348,Jeremy Bishop,2542
4.04,4153422,127,Malcolm C. Lyons,3428
4.06,2765704,109,Ursula Lyons,3369
4.07,5989313,110,Yoshiaki Sukeno,1686
3.82,91707,149,Alex Wilson,643
3.97,367994,573,Carol J. Perry,2924
3.7,6489221,54,Melissa Graves,283
3.71,4489560,275,Randy Henderson,1480
3.93,2851721,99,Scott M. Roberts,1911
3.71,4133755,211,Keffy R.M. Kehrli,1051
3.77,472395,276,John Klima,1706
3.77,1079183,111,Robert J. Howe,804
3.84,1524842,148,Josh Rountree,899
3.4,6553902,56,James Tipper,353
3.99,7015519,99,Tate Jackson,212
3.67,885393,104,Edward Cox,541
4.07,1308530,71,D. Barkley Briggs,501
3.7,4116567,355,Robert J. Duperre,3272
4.2,7012732,145,P.S. Bartlett,468
3.97,5041733,119,Martin Lastrapes,389
3.68,2895271,79,Annette McCleave,636
3.71,15935255,125,Anna Smith Spark,371
3.82,174526,640,Suzanne Harper,6085
3.6,5068487,1097,Josin L. McQuein,6864
4.0,7754966,157,Linda  Watkins,636
4.08,130654,129,Eve Forward,1430
